N_boletim,data_hora_boletim,seq_veic,cod_categ,descricao_categoria,cod_especie,descricao_especie,cod_situacao,desc_situacao,tipo_socorro,desc_tipo_socorro
2022-055047735-001,17/12/2022 12:35,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-055049158-001,17/12/2022 13:25,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-055049158-001,17/12/2022 13:25,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055050243-001,17/12/2022 12:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-055050243-001,17/12/2022 12:50,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055053892-001,17/12/2022 14:25,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055053892-001,17/12/2022 14:25,2,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-055053970-001,17/12/2022 14:21,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-055055233-001,17/12/2022 11:39,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055055233-001,17/12/2022 11:39,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-055057273-001,17/12/2022 14:18,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-055057273-001,17/12/2022 14:18,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055066471-001,15/12/2022 07:23,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-055066471-001,15/12/2022 07:23,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055069014-001,17/12/2022 14:10,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-055069014-001,17/12/2022 14:10,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055071615-001,17/12/2022 14:24,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-055071615-001,17/12/2022 14:24,1,0,NAO INFORMADO,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055077415-001,17/12/2022 16:22,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-055077415-001,17/12/2022 16:22,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-055081125-001,17/12/2022 17:35,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049248250-001,10/11/2022 09:05,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049248250-001,10/11/2022 09:05,3,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-049253723-001,10/11/2022 08:09,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049253723-001,10/11/2022 08:09,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049254076-001,10/11/2022 10:16,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,2,VIATURA PMMG
2022-049254076-001,10/11/2022 10:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049256768-001,07/11/2022 18:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049256768-001,07/11/2022 18:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049260647-001,10/11/2022 10:12,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,5,DISPENSOU ATENDIMEN
2022-049260647-001,10/11/2022 10:12,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049260647-001,10/11/2022 10:12,3,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-049272810-001,10/11/2022 12:36,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049272810-001,10/11/2022 12:36,2,0,NAO INFORMADO,13,CAMINHAO,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049273423-001,10/11/2022 11:54,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049273423-001,10/11/2022 11:54,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049273802-001,24/10/2022 15:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049273802-001,24/10/2022 15:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049288644-001,10/11/2022 13:57,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049288644-001,10/11/2022 13:57,2,3,PARTICULAR,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049289203-001,10/11/2022 13:30,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049289203-001,10/11/2022 13:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049296850-002,10/11/2022 12:52,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049296850-002,10/11/2022 12:52,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049306858-001,16/02/2022 19:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049309128-001,09/11/2022 11:40,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049309128-001,09/11/2022 11:40,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,1,VEICULO ENVOLVIDO
2022-049309704-001,09/11/2022 18:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049309704-001,09/11/2022 18:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049310737-001,10/11/2022 14:18,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049310737-001,10/11/2022 14:18,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049312385-001,10/11/2022 16:03,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049317610-001,17/08/2022 15:30,1,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049321016-001,10/11/2022 15:07,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049321016-001,10/11/2022 15:07,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049326090-001,10/11/2022 17:05,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049333246-001,10/11/2022 17:18,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049333246-001,10/11/2022 17:18,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049333590-001,10/11/2022 17:45,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049335821-001,10/11/2022 17:49,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049335994-001,13/10/2022 22:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049335994-001,13/10/2022 22:30,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049343122-001,08/10/2022 11:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049344309-001,10/11/2022 17:09,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049344309-001,10/11/2022 17:09,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,2,VIATURA PMMG
2022-049348636-001,07/11/2022 17:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-049349866-001,10/11/2022 11:25,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049349866-001,10/11/2022 11:25,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049352465-001,10/11/2022 19:10,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049352465-001,10/11/2022 19:10,2,0,NAO INFORMADO,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-049366205-001,10/11/2022 20:56,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-049366205-001,10/11/2022 20:56,2,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049367253-001,10/11/2022 21:28,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049367253-001,10/11/2022 21:28,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049370861-001,10/11/2022 21:53,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049392940-001,11/11/2022 00:14,1,4,ALUGUEL,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-049392940-001,11/11/2022 00:14,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049408866-001,11/11/2022 04:55,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049408866-001,11/11/2022 04:55,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049411110-001,11/11/2022 07:10,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049411110-001,11/11/2022 07:10,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049411255-001,11/11/2022 07:20,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049413060-001,11/11/2022 07:51,1,0,NAO INFORMADO,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049414703-001,11/11/2022 08:04,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049414703-001,11/11/2022 08:04,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-049414772-001,11/11/2022 08:12,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-049414772-001,11/11/2022 08:12,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049419552-001,11/11/2022 07:23,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049419552-001,11/11/2022 07:23,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049430132-001,11/11/2022 09:45,2,4,ALUGUEL,0,NAO INFORMADO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-049430132-001,11/11/2022 09:45,3,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051806022-001,26/11/2022 19:20,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051811655-001,26/11/2022 17:45,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051842292-001,26/11/2022 22:39,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-051842292-001,26/11/2022 22:39,2,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-051842292-001,26/11/2022 22:39,3,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,4,TERCEIROS
2022-051842396-001,27/11/2022 00:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051846810-001,27/11/2022 00:38,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051846810-001,27/11/2022 00:38,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051851904-001,27/11/2022 01:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-051859010-001,27/11/2022 05:33,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051861821-001,27/11/2022 01:30,1,3,PARTICULAR,2,CICLOMOTOR,1,EM MOVIMENTO,3,AMBULANCIA
2022-051862280-001,26/11/2022 20:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051868641-001,27/11/2022 09:03,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-051868641-001,27/11/2022 09:03,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051878201-001,27/11/2022 11:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051880596-001,25/11/2022 10:30,1,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-051882422-001,27/11/2022 12:03,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051882422-001,27/11/2022 12:03,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051882708-001,27/11/2022 12:39,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051882708-001,27/11/2022 12:39,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051887124-001,27/11/2022 13:05,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051887124-001,27/11/2022 13:05,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051889058-001,27/11/2022 13:34,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051889058-001,27/11/2022 13:34,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051900820-001,27/11/2022 14:32,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-051900820-001,27/11/2022 14:32,3,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051900820-001,27/11/2022 14:32,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051904177-001,27/11/2022 15:36,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-051904177-001,27/11/2022 15:36,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051910070-001,10/11/2022 16:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051910070-001,10/11/2022 16:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051910237-001,27/11/2022 16:31,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-051910237-001,27/11/2022 16:31,2,4,ALUGUEL,7,MICROONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051914580-001,25/11/2022 23:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-051918982-001,08/11/2022 08:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051918982-001,08/11/2022 08:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051920364-001,27/11/2022 18:12,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051920364-001,27/11/2022 18:12,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-051921660-001,27/11/2022 18:01,1,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,3,AMBULANCIA
2022-051921660-001,27/11/2022 18:01,2,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051930961-001,27/11/2022 18:35,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051930961-001,27/11/2022 18:35,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051931380-001,26/11/2022 22:45,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051931380-001,26/11/2022 22:45,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051933861-001,27/11/2022 19:55,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051933861-001,27/11/2022 19:55,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-051944911-001,27/11/2022 20:28,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051944911-001,27/11/2022 20:28,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051950711-001,27/11/2022 18:29,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051950711-001,27/11/2022 18:29,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051954722-001,24/11/2022 11:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-051964624-001,27/11/2022 21:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051964624-001,27/11/2022 21:40,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051984246-001,28/11/2022 06:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051984246-001,28/11/2022 06:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051985814-001,28/11/2022 07:22,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051985814-001,28/11/2022 07:22,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-051990795-001,28/11/2022 08:10,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-051990795-001,28/11/2022 08:10,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-051996554-001,25/11/2022 00:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-051996554-001,25/11/2022 00:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-052003746-001,28/11/2022 09:24,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-052003746-001,28/11/2022 09:24,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-052004390-002,28/11/2022 09:15,1,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,3,AMBULANCIA
2022-052009680-002,28/11/2022 09:56,1,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-052009680-002,28/11/2022 09:56,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-052010538-001,25/11/2022 18:20,1,4,ALUGUEL,0,NAO INFORMADO,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-052011680-001,28/11/2022 08:03,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-052011680-001,28/11/2022 08:03,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-052015283-001,28/11/2022 11:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-057300553-001,31/12/2022 22:04,1,3,PARTICULAR,0,NAO INFORMADO,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000059472-001,28/12/2022 09:15,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000158788-001,30/12/2022 11:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000158788-001,30/12/2022 11:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000199336-001,19/12/2022 11:45,1,0,NAO INFORMADO,1,BICICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2023-000199336-001,19/12/2022 11:45,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000289757-001,21/10/2022 21:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000313717-001,30/12/2022 12:50,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000313717-001,30/12/2022 12:50,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000319532-001,16/12/2022 09:35,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000319532-001,16/12/2022 09:35,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000325793-001,29/12/2022 08:00,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000351629-001,09/12/2022 00:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000351629-001,09/12/2022 00:30,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000365390-001,08/12/2022 19:10,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,1,VEICULO ENVOLVIDO
2023-000365390-001,08/12/2022 19:10,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000398466-001,29/10/2022 20:05,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000476870-001,19/12/2022 07:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2023-000476870-001,19/12/2022 07:30,2,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000480235-001,30/12/2022 09:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000487356-001,05/12/2022 22:52,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000487356-001,05/12/2022 22:52,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000489490-001,08/09/2022 18:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000498280-001,28/12/2022 20:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2023-000519037-001,31/12/2022 11:10,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2023-000519037-001,31/12/2022 11:10,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000557118-001,24/12/2022 11:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000567364-001,15/12/2022 16:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000616538-001,13/12/2022 20:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000628796-001,03/10/2022 16:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000666682-001,16/12/2022 19:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000666682-001,16/12/2022 19:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000687411-001,27/11/2022 19:20,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-000687411-001,27/11/2022 19:20,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2023-000857054-001,31/12/2022 15:11,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2023-000857054-001,31/12/2022 15:11,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-001240792-001,21/12/2022 12:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2023-001240792-001,21/12/2022 12:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
