N_boletim,data_hora_boletim,seq_veic,cod_categ,descricao_categoria,cod_especie,descricao_especie,cod_situacao,desc_situacao,tipo_socorro,desc_tipo_socorro
2022-027057336-001,24/06/2022 09:52,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027057483-001,24/06/2022 10:52,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-027057483-001,24/06/2022 10:52,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027062185-001,24/06/2022 11:02,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027062185-001,24/06/2022 11:02,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027068505-001,24/06/2022 11:39,1,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-027068505-001,24/06/2022 11:39,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027073746-001,24/06/2022 11:56,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027073746-001,24/06/2022 11:56,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027078500-001,24/06/2022 13:14,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027078500-001,24/06/2022 13:14,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027080397-001,23/06/2022 16:40,1,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-027080397-001,23/06/2022 16:40,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027083585-001,07/06/2022 08:04,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027083585-001,07/06/2022 08:04,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027083858-001,24/06/2022 12:45,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027083858-001,24/06/2022 12:45,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027089489-001,24/06/2022 14:22,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027089489-001,24/06/2022 14:22,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027090323-001,23/06/2022 15:00,1,3,PARTICULAR,13,CAMINHAO,2,PARADO,6,NÃO SE APLICA
2022-027090323-001,23/06/2022 15:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027093593-001,22/06/2022 23:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027093593-001,22/06/2022 23:40,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027096991-001,24/06/2022 14:43,1,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027096991-001,24/06/2022 14:43,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027098921-001,25/04/2022 07:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027113085-001,24/06/2022 15:39,1,4,ALUGUEL,8,ONIBUS,2,PARADO,6,NÃO SE APLICA
2022-027116847-001,24/06/2022 16:43,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027116847-001,24/06/2022 16:43,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027131713-001,24/06/2022 15:45,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026954674-001,23/06/2022 17:17,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-026954674-001,23/06/2022 17:17,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026955114-001,23/06/2022 17:16,1,4,ALUGUEL,26,CAMINHONETE,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026955114-001,23/06/2022 17:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026957349-001,23/06/2022 17:09,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026957349-001,23/06/2022 17:09,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-026959952-001,23/06/2022 17:08,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026959952-001,23/06/2022 17:08,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026960368-001,23/06/2022 17:42,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-026961817-001,23/06/2022 11:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026961817-001,23/06/2022 11:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-026967106-001,23/06/2022 17:53,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026970890-001,23/06/2022 18:16,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026970890-001,23/06/2022 18:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026972886-001,23/06/2022 18:11,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026976934-001,23/06/2022 19:16,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026976934-001,23/06/2022 19:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026993461-001,23/06/2022 18:55,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026995185-001,23/06/2022 20:24,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-026995185-001,23/06/2022 20:24,2,3,PARTICULAR,2,CICLOMOTOR,1,EM MOVIMENTO,2,VIATURA PMMG
2022-026997011-001,23/06/2022 21:16,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026997011-001,23/06/2022 21:16,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027003384-001,23/06/2022 18:51,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027003384-001,23/06/2022 18:51,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027005972-001,23/06/2022 22:16,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027005972-001,23/06/2022 22:16,3,0,NAO INFORMADO,19,CAMINHAO-TRATOR,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027011183-001,23/06/2022 22:19,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-027011183-001,23/06/2022 22:19,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-027027173-002,24/06/2022 01:23,1,4,ALUGUEL,19,CAMINHAO-TRATOR,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-027027173-002,24/06/2022 01:23,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027033469-001,24/06/2022 07:28,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027033469-001,24/06/2022 07:28,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027033900-001,24/06/2022 07:09,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027033900-001,24/06/2022 07:09,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-027034084-001,24/06/2022 07:26,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027040761-001,24/06/2022 07:50,1,5,APRENDIZAGEM,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-027040761-001,24/06/2022 07:50,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027042864-001,24/06/2022 08:44,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027042864-001,24/06/2022 08:44,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027048153-001,24/06/2022 08:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027048153-001,24/06/2022 08:16,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027051382-001,24/06/2022 09:30,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027051382-001,24/06/2022 09:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027053892-001,24/06/2022 09:57,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027053892-001,24/06/2022 09:57,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013996123-001,02/04/2022 16:02,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013996123-001,02/04/2022 16:02,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013996123-001,02/04/2022 16:02,3,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013998897-001,31/03/2022 22:00,1,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014000519-001,02/04/2022 15:09,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014000519-001,02/04/2022 15:09,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014001842-001,02/04/2022 17:37,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014004504-001,02/04/2022 17:04,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014004504-001,02/04/2022 17:04,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014004504-001,02/04/2022 17:04,3,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014004504-001,02/04/2022 17:04,4,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014009498-001,02/04/2022 18:36,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014009498-001,02/04/2022 18:36,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-014021975-001,02/04/2022 04:10,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014021975-001,02/04/2022 04:10,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013336856-001,29/03/2022 13:39,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-013336856-001,29/03/2022 13:39,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013337848-001,29/03/2022 13:32,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013363861-001,29/03/2022 14:55,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013363861-001,29/03/2022 14:55,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013368591-001,29/03/2022 10:05,1,3,PARTICULAR,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013371422-001,29/03/2022 15:44,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013371422-001,29/03/2022 15:44,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013377508-001,29/03/2022 16:28,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013377508-001,29/03/2022 16:28,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013384146-001,29/03/2022 17:43,1,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013386173-001,29/03/2022 17:09,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013386173-001,29/03/2022 17:09,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013387046-001,29/03/2022 10:25,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,1,VEICULO ENVOLVIDO
2022-013387046-001,29/03/2022 10:25,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013388670-001,29/03/2022 17:55,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013397903-002,29/03/2022 18:59,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013397903-002,29/03/2022 18:59,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013399025-001,29/03/2022 19:22,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013399025-001,29/03/2022 19:22,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013399809-001,29/03/2022 17:45,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013399809-001,29/03/2022 17:45,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013399902-001,29/03/2022 18:47,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013399902-001,29/03/2022 18:47,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013400272-001,29/03/2022 19:25,1,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013400272-001,29/03/2022 19:25,2,4,ALUGUEL,13,CAMINHAO,2,PARADO,6,NÃO SE APLICA
2022-013400272-001,29/03/2022 19:25,3,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-013401368-001,29/03/2022 18:36,1,0,NAO INFORMADO,1,BICICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013410450-001,29/03/2022 20:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013410450-001,29/03/2022 20:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013410750-001,29/03/2022 21:04,1,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013418484-001,29/03/2022 21:23,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013418484-001,29/03/2022 21:23,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013436066-001,30/03/2022 00:24,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013436066-001,30/03/2022 00:24,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013446817-001,30/03/2022 06:31,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013446817-001,30/03/2022 06:31,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013448296-001,30/03/2022 06:18,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013448296-001,30/03/2022 06:18,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-013452279-001,30/03/2022 07:41,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013452279-001,30/03/2022 07:41,2,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,3,AMBULANCIA
2022-013452279-001,30/03/2022 07:41,3,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,5,DISPENSOU ATENDIMEN
2022-013452279-001,30/03/2022 07:41,4,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013452500-001,30/03/2022 08:06,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013460169-001,30/03/2022 08:59,1,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-013460169-001,30/03/2022 08:59,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013460169-001,30/03/2022 08:59,3,0,NAO INFORMADO,1,BICICLETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-013460799-001,30/03/2022 09:34,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013460799-001,30/03/2022 09:34,1,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,3,AMBULANCIA
2022-013461659-001,30/03/2022 09:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013461659-001,30/03/2022 09:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013467998-001,30/03/2022 09:29,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013467998-001,30/03/2022 09:29,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013469038-001,30/03/2022 09:47,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013472690-001,30/03/2022 09:17,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013472690-001,30/03/2022 09:17,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013483254-001,30/03/2022 11:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013485617-001,30/03/2022 10:11,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013485617-001,30/03/2022 10:11,2,3,PARTICULAR,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013490531-001,30/03/2022 12:28,1,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013491486-001,30/03/2022 12:31,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013491486-001,30/03/2022 12:31,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013491668-001,30/03/2022 12:27,2,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013491668-001,30/03/2022 12:27,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013502631-001,28/03/2022 18:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013502631-001,28/03/2022 18:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013513237-001,30/03/2022 14:42,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013513237-001,30/03/2022 14:42,2,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013514454-001,30/03/2022 14:32,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013514454-001,30/03/2022 14:32,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013519171-001,30/03/2022 14:50,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013519171-001,30/03/2022 14:50,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013520320-001,30/03/2022 14:50,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013520320-001,30/03/2022 14:50,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013530219-001,30/03/2022 16:16,3,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013530219-001,30/03/2022 16:16,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013530219-001,30/03/2022 16:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013536680-001,30/03/2022 07:40,1,3,PARTICULAR,3,MOTONETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013536680-001,30/03/2022 07:40,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013543810-001,30/03/2022 17:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013543810-001,30/03/2022 17:00,2,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013545076-001,30/03/2022 17:06,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013546224-001,30/03/2022 16:57,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013546224-001,30/03/2022 16:57,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013549202-001,30/03/2022 17:53,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013549202-001,30/03/2022 17:53,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013549438-001,30/03/2022 08:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013549438-001,30/03/2022 08:20,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013551712-001,30/03/2022 17:26,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013551712-001,30/03/2022 17:26,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013552591-001,30/03/2022 16:33,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013552591-001,30/03/2022 16:33,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013558179-001,30/03/2022 18:20,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013558730-001,30/03/2022 18:32,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013558730-001,30/03/2022 18:32,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013559277-001,30/03/2022 19:05,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013559277-001,30/03/2022 19:05,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013567665-001,30/03/2022 20:02,1,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013567665-001,30/03/2022 20:02,2,3,PARTICULAR,3,MOTONETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013569272-001,30/03/2022 19:33,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011836013-001,19/03/2022 12:18,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011836013-001,19/03/2022 12:18,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011837400-001,19/03/2022 13:14,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011837400-001,19/03/2022 13:14,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011837503-001,19/03/2022 12:48,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011837503-001,19/03/2022 12:48,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011837980-001,19/03/2022 12:13,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-011837980-001,19/03/2022 12:13,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011845882-001,19/03/2022 13:52,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
